_id,Country,Project Name,Type,Status,Capacity (MW),Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country_1,Province/State,District,Tributary,Latitude,Longitude,Proximity,Avg. Annual Output (MWh),Data Source,Announcement/More Information,Link,the_geom
435,Myanmar,Kengtung (Keng Tong),Hydro,Planned,170,,China,China Southern Power Grid Yunnan International Co. (China),,,,,Myanmar,Shan,Kengtung,Nan Lue-Nan Lan,21.6178,99.501,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000CEFC6A0E10E0584003780B24289E3540
436,Myanmar,Khaunglanphu,Hydro,Planned,2700,2030,China,State Power Investment Corporation (China),,,,,Myanmar,Kachin,Putao,N'mai,26.8495,98.3768,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E610000092B3B0A71D985840FD9FC37C79D93A40
437,Myanmar,Kun Long (Upper Thanlwin),Hydro,Planned,1400,,China; Myanmar,"Hanergy Yunnan (China), Myanmar Pyi San Htar Group (Myanmar)",,,,,Myanmar,Shan,Kunlong,Salween Mainstem,23.5317,98.6111,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000008C101E6D1CA75840AA436E861B883740
438,Myanmar,Laiza (Laza),Hydro,Planned,1900,2025,China,State Power Investment Corporation (China),,,,,Myanmar,Kachin,Myitkyina,Mali Hka,26.4645,97.7967,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E610000014ED2AA4FC725840AD510FD1E8763A40
439,Myanmar,Laungdin (Lawngdin),Hydro,Planned,600,2026,China; Myanmar,"Yunnan Energy Investment Group (China), International Group of Entrepreneurs (Myanmar)",,,China; Myanmar,YEIG (China)/IGOEC (Myanmar),Myanmar,Kachin,Myitkyina,N'mai,26.043,98.2777,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000A032FE7DC6915840A5660FB4020B3A40
440,Myanmar,Laymyo 1 (Lemro 1),Hydro,Planned,600,,France,Tractabel (France),,,,,Myanmar,Chin,Mindat,Lemyo,20.8574,93.3505,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000DF4F8D976E5657404148163081DB3440
441,Myanmar,Laymyo 2 (Lemro 2),Hydro,Planned,90,,France,Tractabel (France),,,,,Myanmar,Rakhine,Sittwe,Kalandan Mainstem,20.7404,93.2687,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000C9B08A3732515740F697DD9387BD3440
442,Myanmar,Manipur,Hydro,Planned,380,,China; Myanmar,"China Harbour Engineering, Sein Enterprise",,,,,Myanmar,Chin,Palam,Chindwin,22.8033,93.9423,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000009C6D6E4C4F7C57405A2F8672A2CD3640
443,Myanmar,Mantaung (Mantong),Hydro,Planned,225,,China; Myanmar,"HydroChina (China), International Group of Entrepreneurs (Myanmar)",,,,,Myanmar,Shan,Lasho,Nam Ma,22.995,98.6162,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000001A34F44F70A758403B3602F1BAFE3640
444,Myanmar,Mong Ton (Tasang),Hydro,Planned,7000,,China; Thailand,"EGAT China Three Gorges Corporation (China, Thailand)",China; Thailand,China and Thai Banks (China; Thailand),China,China Three Gorges (China),Myanmar,Shan,Loilen,Salween Mainstem,20.4564,98.65,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES; https://www.burmariversnetwork.org/title/dam-projects/tasang.html,,0101000020E61000009A99999999A95840B0389CF9D5743440
445,Myanmar,Myitsone,Hydro,Planned,6000,,China,Power Construction Corp (China),,,China,"Power Construction Corp, China (China)",Myanmar,Kachin,Myitkyina,Irrawaddy Mainstem and Delta,25.6902,97.5177,,,Myanmar Institute for Peace and Security,September 2011; local partner: Asia World Company; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,,0101000020E6100000FAB31F2922615840715AF0A2AFB03940
446,Myanmar,Nam Khok,Hydro,Planned,55,,,,,,,,Myanmar,Shan,Mongsat,Kok,20.1472,99.3504,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E610000075CDE49B6DD6584012A0A696AD253440
447,Myanmar,Nam Lin,Hydro,Planned,36,2021,Myanmar,MAM (Myanmar),,,,,Myanmar,Shan,Tarchilaik,Mekong Mainstream - Lower,20.7425,100.241,"Actual location unknown, currently sited at locality in link/announcement",,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E61000008195438B6C0F5940679B1BD313BE3440
448,Myanmar,Nam Tu (Hsipaw),Hydro,Planned,100,,China,"Natural Current Energy Hydropower Co., Ltd. (China)",,,,,Myanmar,Shan,Kyaukme,Myitnge,22.7209,97.3194,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000B554DE8E70545840D4601A868FB83640
449,Myanmar,Namkha (Nam Hka),Hydro,Planned,210,,China,China Southern Power Grid Yunnan International Co,,,,,Myanmar,Shan,Lasho,Nam Hka,21.7024,98.9521,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E610000062A1D634EFBC5840B2BAD573D2B33540
450,Myanmar,Namtabat 1 (Nam Tabak I),Hydro,Planned,141,,China; Myanmar,"China Guodian, Tun Thwin Mining",,,China; Myanmar,China Guodian (China)/Tun Thwin Mining(Myanmar),Myanmar,Kachin,Myitkyina,Irrawaddy Mainstem and Delta,25.0884,97.7182,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000E7525C55F66D5840CA54C1A8A4163940
451,Myanmar,Namtabat 2 (Nam Tabak II),Hydro,Planned,144,,China; Myanmar,"China Guodian, Tun Thwin Mining",,,China; Myanmar,China Guodian (China)/Tun Thwin Mining(Myanmar),Myanmar,Kachin,Myitkyina,Irrawaddy Mainstem and Delta,25.1105,97.6772,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000008CA19C68576B58403F355EBA491C3940
452,Myanmar,Naopha (Naung Pha),Hydro,Planned,1200,,China; Myanmar,"Power Construction Corporation (China), International Group of Entrepreneurs (Myanmar)",,,,,Myanmar,Shan,Lasho,Salween Mainstem,22.9875,98.4992,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000001973D712F29F5840B01BB62DCAFC3640
453,Myanmar,Ngaphaipi,Hydro,Planned,30,,China,PowerChina International (China),,,,,Myanmar,Chin,Palam,Lemyo,22.23,93.2387,"Actual location unknown, currently sited at locality in link/announcement",,,,,0101000020E6100000D00F2384474F57405E6397A8DE3A3640
454,Myanmar,Pae Tin Wa,Hydro,Planned,30,,China,PowerChina International (China),,,,,Myanmar,Chin,Mindat,Kalandan Mainstem,21.3039,92.8626,"Actual location unknown, currently sited at locality in link/announcement",,,,,0101000020E61000003E7958A8353757403DF20703CF4D3540
455,Myanmar,Paunglaung (Middle),Hydro,Planned,152,,Singapore,Energize Myanmar (Singapore),,,,,Myanmar,Shan,Taunggye,Paunglaung Chaung,19.859,96.5098,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000004221020EA1205840799274CDE4DB3340
456,Myanmar,Renan (Yinan),Hydro,Planned,1200,2030,China,State Power Investment Corporation (China),,,,,Myanmar,Kachin,Putao,Mali Hka,27.5259,98.0264,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES,,0101000020E610000099D36531B181584082A8FB00A4863B40
457,Myanmar,Ruava,Hydro,Planned,30,,China,PowerChina International (China),,,,,Myanmar,Chin,Mindat,Lemyo,22.0966,93.4322,"Actual location unknown, currently sited at locality in link/announcement",,,,,0101000020E610000044C02154A95B574029CB10C7BA183640
458,Myanmar,Saingdin (Saing Din),Hydro,Planned,76.5,,,,,,,,Myanmar,Rakhine,Buthidaung,Coastal Rivers Northern Rakhine,20.8938,92.6522,,,Myanmar Institute for Peace and Security,"Note from 1990 Document:Saing Din hydro-electric project, Buthidaung township, (15 MW), will serve ten northern Rakhine state townships, rather than providing 76.5 MW of industrial power as originally anticipated in 1956; it will cost K 335 million (incl",,0101000020E6100000CF31207BBD295740A2D11DC4CEE43440
459,Myanmar,Shweli-2,Hydro,Planned,520,,China; Myanmar,"HIE (China), Asia World Company (Myanmar)",,,China; Myanmar,"Huaneng Lancang River Hydropower Co., Ltd (China) /Asia World Company (Myanmar)",Myanmar,Shan,Kyaukme,Shweli,23.6532,97.3123,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000F5B9DA8AFD53584048BF7D1D38A73740
460,Myanmar,Shwesayay,Hydro,Planned,660,,,,,,Myanmar,Hydroelectric Power Corporation Ltd (Myanmar),Myanmar,Sagaing,Monywa,Chindwin,22.3353,94.9989,,,Myanmar Institute for Peace and Security,https://web.archive.org/web/20110727233353/; http://www.salweenwatch.org/index.php?option=com_content&view=article&id=180%3Amyanmar-india-sign-hydro-deal&catid=34%3Anews&Itemid=56,,0101000020E61000005DFE43FAEDBF5740E7FBA9F1D2553640
461,Myanmar,Suo Lwe (Soluu),Hydro,Planned,240,2025,China,China Southern Power Grid Yunnan International Co.,,,,,Myanmar,Shan,Kengtung,Nan Lue-Nan Lan,21.3596,100.176,,,WLE Mekong,https://wle-mekong.cgiar.org ; https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+0,,0101000020E6100000D734EF38450B594023F3C81F0C5C3540
462,Myanmar,Thakwa,Hydro,Planned,150,,China; Myanmar,"China Datang Overseas Investment Ltd., Shwe Taung Hydropower Co.",,,,,Myanmar,Yangon,Yangon-S,Irrawaddy Mainstem and Delta,16.8304,95.9925,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,http://documents.worldbank.org/curated/en/504691467992478731/pdf/96445-v2-WP-P145465-Box391444B-PUBLIC-ENGLISH-Institutional-Regulatory-Assessment-Extractive-Industries-Myanmar.pdf,,0101000020E6100000B610E4A084FF57405B94D92093D43040
463,Myanmar,Thaukyekhet 1 (Thauk Ye Khat 1),Hydro,Planned,150,,China,Power Construction Corp,,,China,"Power Construction Corp, China/Changjiang Institute of Surveying, Planning & Design Research (China)",Myanmar,Kayin,Kawkareik,Thaukyegat Chaung,18.9386,96.7196,,,WLE Mekong,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000001CCEFC6A0E2E5840475A2A6F47F03240
464,Myanmar,Timit,Hydro,Planned,30,,China,PowerChina International,,,,,Myanmar,Chin,Palam,Lemyo,22.6608,93.5446,"Actual location unknown, currently sited at locality in link/announcement",,,,,0101000020E6100000D72FD80DDB625740A9DE1AD82AA93640
465,Myanmar,Tongxinqiao,Hydro,Planned,340,2026,China; Myanmar,"Yunnan Energy Investment Group, International Group of Entrepreneurs",,,China; Myanmar,YEIG (China)/IGOEC (Myanmar),Myanmar,Kachin,Myitkyina,N'mai,25.9636,98.3603,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/66f33498-296f-49df-ab07-06c48b10d14d/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000931804560E97584058CA32C4B1F63940
466,Myanmar,Wutsok (Wusauk),Hydro,Planned,1800,2030,China,State Power Investment Corporation,,,,,Myanmar,Kachin,Myitkyina,N'mai,26.4036,98.2925,,,Myanmar Institute for Peace and Security,The Wutsok project had originally been located on the Naw Chang Hka https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES,,0101000020E610000030F0DC7BB89258401EFE9AAC51673A40
467,Myanmar,Yeywa (Middle),Hydro,Planned,735,,Norway,SN Power,,,,,Myanmar,Shan,Kyaukme,Myitnge,21.9602,96.8731,,,Myanmar Institute for Peace and Security,"https://www.snpower.com/our-markets/myanmar/middle-yeywa/, https://www.irrawaddy.com/business/129552.html",,0101000020E610000004CAA65CE1375840A04FE449D2F53540
468,Myanmar,Ywathit,Hydro,Planned,4500,,Myanmar,MEPE,China,China banks (China),China; Myanmar,"China Datang Corporation (China), Shwe Taung Hydropower Co Ltd (Myanmar), HydroChina Kunming (China)",Myanmar,Kayah,Bawlake,Salween Mainstem,19.0707,97.5022,,,Myanmar Institute for Peace and Security,https://ejatlas.org/conflict/ywathit-karenni-state-myanmar; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,,0101000020E6100000596E693524605840522CB7B41A123340
469,Myanmar,Belin,Hydro,Planned,280,2021,Myanmar,HCDG,,,,,Myanmar,Mon,Thaton,Bilin,17.5197,97.2435,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000009544F641964F5840A0FA07910C853140
470,Myanmar,Buywa (upper),Hydro,Planned,150,2019,Myanmar,MOALI,,,,,Myanmar,Magway,Minbu,Ayeyarwady,20.7661,94.0818,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000053411363C855740EACA67791EC43440
471,Myanmar,Dum Ban,Hydro,Planned,130,2020,"China,Myanmar","YBEP,Chan Yinn Khuu",,,,,Myanmar,Kachin,Myitkyina,Ayeyarwady,25.5116,97.907,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E610000041F2CEA10C7A584094128255F5823940
472,Myanmar,Hawkham (upper),Hydro,Planned,180,2020,"Singpore,Myanmar","TEI,HCTC",,,,,Myanmar,Kayah,Bawlakhe,Thanlwin,19.2117,97.3997,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000785F950B9559584076A4FACE2F363340
473,Myanmar,Nam Pawn (lower),Hydro,Planned,105,2020,"Singpore,Myanmar","TEI,HCTC",,,,,Myanmar,Kayah,Loikaw,Thanlwin,19.555,97.4086,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000004B72C0AE265A5840AE47E17A148E3340
474,Myanmar,Mong Ton,Hydro,Planned,7000,2030,"PRC,Thailand",Three Gorges+EGAT,,,,,Myanmar,Shan,Monghsat,Thanlwin,20.4564,98.65,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000009A99999999A958401041D5E8D5743440
475,Myanmar,Nam Hsim,Hydro,Planned,30,2020,"China,Myanmar","PCR,SE",,,,,Myanmar,Shan,Hsipaw,Ayeyarwady,22.5603,97.1241,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000B4C70BE9F04758408C0FB3976D8F3640
476,Myanmar,Nam Lang,Hydro,Planned,210,2020,"China,Myanmar","PCR,SE",,,,,Myanmar,Shan,Hsipaw,Ayeyarwady,22.1556,97.2486,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000E292E34EE94F5840F9669B1BD3273640
477,Myanmar,Nam Li,Hydro,Planned,165,2020,"China,Myanmar","YBEP,Chan Yinn Khuu",,,,,Myanmar,Kachin,Myitkyina,Ayeyarwady,25.3699,97.8114,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000D905836BEE735840FA298E03AF5E3940
478,Myanmar,Hpak Nam,Hydro,Planned,105,2020,"Singpore,Myanmar","TEI,HCTC",,,,,Myanmar,Shan,Hpi Hseng,Thanlwin,20.2093,97.4562,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E610000052802898315D5840C1A7397991353440
479,Myanmar,Hpi Hseng,Hydro,Planned,45,2020,"Singpore,Myanmar","TEI,HCTC",,,,,Myanmar,Shan,Hpi Hseng,Thanlwin,20.1184,97.435,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000006F2F698CD65B5840AC70CB47521E3440
480,Myanmar,Suo Lwe,Hydro,Planned,240,2025,China,YNIC,,,,,Myanmar,Shan,Monghpyak,Mekong,21.3595,100.176,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000001E15FF77440B5940778192020B5C3540
481,Laos,Houay Por,Hydro,Planned,15,,Laos,Houay Por Power Co. Ltd. (Laos),,,,,Laos,Saravan,Saravane,Xe Don,15.5456,106.257,,,WLE Mekong,MOU signed; https://wle-mekong.cgiar.org; http://documents.worldbank.org/curated/en/160621508232662247/pdf/120466-ESM-P163979-PUBLIC-LaoPDRHydropowerMappingInceptionReportWBESMAPJuly.pdf,,0101000020E6100000386744696F905A402C6519E258172F40
482,Laos,Nam Feuang 2,Hydro,Planned,45,,,,,,,,Laos,Vientiane,Kasy,Nam Fuong,19.1352,101.938,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E610000079E92631087C5940ED0DBE3099223340
483,Laos,Nam Ken,Hydro,Planned,5,,Laos,Hongsa Power Ltd (Laos),,,,,Laos,Xaignabouri,Hongsa,Nam Ngeun,19.6987,101.274,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000933A014D845159403468E89FE0B23340
484,Laos,Nam Kong 0,Hydro,Planned,24,,,,,,,,Laos,Xaignabouri,Xayabury,Nam Huong,19.2602,101.71,"Actual location unknown, currently sited at locality in link/announcement",,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000C520B072686D59402670EB6E9E423340
485,Laos,Nam Pha,Hydro,Planned,180,,Singapore; Laos,"Asia Pacific Business Link HND Berhard (80%), Electricite du Laos (20%)",,,,,Laos,Louang Namtha,Long,Nam Pha,20.8294,100.634,"Actual location unknown, currently sited at locality in link/announcement",,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000B8AF03E78C2859404E9CDCEF50D43440
486,Laos,Santhong-Pakchom (Pak Chom),Hydro,Planned,1079,,,,,,,,Laos,Vientiane [prefecture],Sangthong,Mekong Mainstream - Lower,18.201,102.051,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E61000005E4BC8073D8359401630815B77333240
487,Laos,Xe Bang Fai,Hydro,Planned,110,,Thailand; Laos,"Mitr Phol Corp., Ltd, Laosamay Road Bridge Construction Co.",,,,,Laos,Khammouan,Xebangfay,Nam Kading-Xe Bang Fai combined,17.2371,105.1,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E61000007CF2B0506B465A403F3A75E5B33C3140
488,Laos,Xe Bang Nouang,Hydro,Planned,18,2032,,,,,,,Laos,Saravan,Vapy,Mekong Mainstream - Lower,15.8814,105.951,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E610000046B6F3FDD47C5A40C1C58A1A4CC32F40
489,Laos,Xe Kaman 4A,Hydro,Planned,96,,,,,,,,Laos,Xékong,Dakcheung,Sekong,15.2241,107.526,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E61000005227A089B0E15A40FBAE08FEB7722E40
490,Laos,Xe Katam,Hydro,Planned,81.3,,,,,,,,Laos,Champasak,Paksong,Sekong,15.1303,106.593,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000925CFE43FAA55A406D567DAEB6422E40
491,Laos,Xe Lanong 1,Hydro,Planned,60,2020,China; Laos,"Sunpaper Holding Lao Co, Ltd, Daosavanh Investment and Construction Group",China,Yunnan Energy Investment Group (China),,,Laos,Savannakhét,Phine,Xe Banghiang,16.3559,106.223,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E61000000AD7A3703D8E5A407AA52C431C5B3040
492,Laos,Xe Lanong 2,Hydro,Planned,35,,China,China Gezhouba Group Co.,,,,,Laos,Savannakhét,Nong,Xe Banghiang,16.2919,106.518,,,WLE Mekong,"https://wle-mekong.cgiar.org, https://www.hydroworld.com/articles/2016/08/china-gezhouba-group-signs-deal-to-construct-35-mw-xelanong-2-hydropower-project-in-laos.html",,0101000020E61000009A779CA223A15A408907944DB94A3040
493,Laos,Xe Lanong 3 (Ban Tang Oen),Hydro,Planned,80,,Laos,Simuong Group Co Ltd.,,,,,Laos,Saravan,Ta Oi,Xe Banghiang,16.0348,106.677,,,WLE Mekong,"Signed MOU 2/10/2013, passed 2/4/2015, https://wle-mekong.cgiar.org",,0101000020E6100000B37BF2B050AB5A409BE61DA7E8083040
